Homo_sapiens,Gorilla_gorilla,Pan_paniscus
XM_011525262,XM_019027305,XM_008954702
NM_021079,XM_019027304,XM_014341982
XM_024450554,XM_019026270,XM_008954715
XM_017025086,XM_019027292,XM_014341983
NM_006460,XM_019028094,XM_008954768
XM_006721687,XM_019028098,XM_008954775
XM_011525179,XM_019027722,XM_024926092
NM_152343,XM_019027731,XM_003806536
XM_011525441,XM_019027730,XM_003806535
XM_017024311,XM_019028340,XM_008954878
XM_017025451,XM_019026268,XM_008954908
NM_001145146,XM_004041492,XM_003804921
NM_175882,XM_004041502,XM_003804927
XM_005257362,XM_019026266,XM_014341976
NM_001007532,XM_019026555,XM_003804928
XM_006721824,XM_019026548,XM_008965258
XM_011524162,XM_019026556,
XM_011524875,,XM_003804809
NM_001006607,XM_019026550,XM_024926075
NM_006178,XM_019026265,XM_003804810
NM_030753,XM_004041485,XM_003804812
XM_011525178,XM_019026264,XM_008963960
NM_001321133,XM_019026539,XM_014341972
NM_203400,XM_019026538,XM_003804815
NM_001114091,XM_019026263,XM_003809515
XM_024450766,XM_019028123,XM_008961745
NM_000212,XM_004041453,XM_008961749
NM_152347,XM_019028433,XM_014341971
XM_017025372,XM_019026262,XM_008953055
NM_002265,XM_004041455,XM_003827476
XM_005257862,XM_019026261,XM_008953056
NM_013351,XM_004041457,XM_008953057
XM_017024123,XM_019027750,XM_008952811
XM_024450575,XM_019027746,XM_003827480
XM_005257775,XM_004041460,XM_003827479
XM_005257776,XM_019027742,XM_008952814
XM_006722115,XM_004041464,XM_003827483
XM_011525136,XM_019028364,XM_008952819
NM_018129,XM_004041466,XM_003827488
XM_005257666,XM_019027515,XM_008952829
XM_011525297,XM_019027514,XM_003827484
NM_016429,XM_004041474,XM_024926109
XM_005257410,XM_019027618,XM_008952833
NM_006807,XM_004041477,XM_008952845
XM_011524697,XM_019026260,XM_008952847
NM_003726,XM_019028637,XM_003827495
NM_002144,XM_004041391,XM_003827498
NM_002145,XM_004041397,XM_003827499
XM_017024560,XM_004041394,XM_024926107
NM_024015,XM_019020047,XM_003827502
NM_002147,XM_004041395,XM_003827503
XM_011524727,XM_019027966,XM_008952856
NM_004502,XM_004041393,XM_003827505
XM_017024564,XM_019027965,XM_003827501
NM_024017,XM_019026259,XM_003827504
NM_001282276,XM_004041402,XM_003827509
NM_032391,XM_004041400,XM_003827507
NM_006361,XM_004041401,XM_003827508
NM_001130918,XM_019026143,XM_014341966
NM_001261390,XM_019027951,XM_008952860
NM_005175,,XM_003827513
NM_023079,XM_019027573,XM_008953061
NM_007241,XM_004041411,XM_008952864
NM_004123,XM_004041410,XM_003810250
NM_006546,XM_019028325,XM_003810034
NM_153446,XM_004041414,XM_003810036
NM_031498,XM_019028452,XM_008962405
XM_005257429,XM_019028448,XM_003810037
XM_017024271,XM_019028450,XM_008962407
XM_024450655,XM_019028089,XM_014341954
XM_017024763,XM_019027642,XM_008962411
NM_002507,XM_004041428,XM_003810052
NM_007225,XM_004041429,XM_003818046
XM_024450995,XM_019027054,XM_024926116
XM_006721632,XM_019027052,XM_003818037
XM_017025182,XM_004041436,XM_003818038
NM_007067,XM_019027049,XM_003818036
NM_170685,XM_004041438,XM_003818040
NM_138281,XM_004041443,XM_003817471
NM_005220,XM_004041444,XM_003817470
NM_002204,XM_004041449,XM_014342162
NM_002611,XM_004041320,XM_003817463
XM_017024322,XM_019027244,XM_003817467
NM_032595,XM_004041324,XM_003846135
XM_011525120,XM_019027041,XM_008970670
NM_000088,XM_004041325,XM_003817459
NM_153229,XM_004041329,XM_003817457
NM_022167,XM_004041330,XM_014342159
NM_016504,XM_019027468,XM_003817456
NM_001166131,XM_004041332,XM_003817454
NM_018509,XM_004041331,XM_003817453
NM_001288968,XM_019027291,XM_003817448
XM_011524214,XM_004041335,XM_003817452
NM_018346,XM_019027289,XM_008970663
XM_017025205,XM_019027284,XM_008970657
NM_017957,XM_019028552,XM_003817443
NM_022827,XM_004041368,XM_003817441
NM_018896,XM_004041347,XM_008970654
XM_011525423,XM_004041372,XM_008970651
NM_052855,XM_004041373,XM_003817437
NM_001330330,XM_019027800,XM_008970642
NM_175575,XM_004041376,XM_003817433
NM_005749,XM_004041378,XM_008970641
XM_005257768,XM_019027910,XM_008970630
NM_198175,XM_019027850,XM_014342170
NM_002512,,XM_008970625
XM_011524922,XM_019027848,XM_014342167
NM_016001,XM_004041382,XM_008970678
NM_020178,XM_019026256,XM_008970621
NM_001243552,XM_004041319,XM_003817425
NM_032559,XM_004041318,XM_003817424
NM_005486,XM_004041313,XM_003817420
XM_017024410,XM_004041309,XM_003817418
XM_005257269,XM_019028323,XM_008970611
XM_006721795,XM_004041317,XM_003817416
XM_024450826,XM_019026164,XM_003817414
NM_001330378,XM_019028584,XM_008970608
XM_017024265,XM_004041293,XM_003817411
NM_005450,XM_019026567,XM_003817410
NM_001085430,XM_019028333,XM_014342178
XM_017025243,XM_019028332,XM_008970606
NM_005082,XM_004041305,XM_003817406
NM_004645,XM_019026253,XM_014342154
NM_021626,XM_004041296,XM_003817403
XM_024450960,XM_019028014,XM_008970603
XM_005257015,XM_019027658,XM_024926057
NM_001282544,XM_019026584,XM_008970597
NM_016070,XM_019028569,XM_003817398
NM_001292025,XM_019028517,XM_008970595
XM_005257643,XM_019028365,XM_008970594
NM_006924,XM_019027483,XM_003817395
NM_080677,XM_019028149,XM_003817394
NM_000502,XM_019028316,XM_008970590
XM_011524957,XM_019028321,XM_008970589
NM_006151,XM_019020228,XM_003817390
NM_000250,XM_004041272,XM_008970588
XM_006722173,XM_019027504,XM_008970574
NM_003168,XM_004041276,XM_003817385
XM_017024800,XM_019027512,XM_008970568
XM_011524283,XM_004041279,XM_003817378
XM_005257784,XM_019028092,XM_008970566
NM_001256782,XM_004041284,XM_003817377
NM_001038704,,
XM_011525029,XM_019027780,XM_003817372
XM_006722001,XM_019026249,XM_024926265
NM_014906,XM_004041263,XM_014342157
XM_011524831,XM_019026603,XM_024926261
NM_182620,XM_004041260,XM_003817368
XM_024450828,XM_004041257,XM_008970554
NM_018149,XM_004041253,XM_003817359
NM_182569,XM_019026599,XM_003817365
XM_017024621,XM_004041261,XM_003817367
NM_024612,XM_019026248,XM_003817357
XM_005257012,XM_019026589,XM_008970551
NM_001015509,XM_004041248,XM_008970550
NM_001329395,XM_004041244,
NM_016261,XM_019026596,XM_008970540
NM_003161,XM_019026595,XM_024926229
NM_016125,XM_019026590,XM_003817350
NM_022070,XM_019028254,XM_003805920
XM_005257639,XM_019028614,XM_008966786
XM_011525371,XM_019026245,XM_008967153
XM_005257033,,XM_008967141
NM_006380,XM_004041240,XM_003814464
NM_003620,XM_019027613,XM_003814465
XM_011524939,XM_019027605,XM_024926059
NM_005994,XM_004041226,XM_008967154
NM_203425,XM_004065426,XM_003814469
XM_011525490,XM_019026526,XM_003814470
NM_199290,XM_004041228,XM_003814471
XM_011525334,XM_019026137,XM_014342183
NM_020748,XM_019026244,XM_008967152
NM_005121,XM_019028067,XM_003814474
NM_001144933,XM_004041134,XM_014342185
NM_181725,XM_019026241,
XM_024450552,XM_019026240,XM_008963744
NM_006039,XM_019027779,XM_003811320
XM_005257097,XM_019027769,XM_008963746
XM_011524597,XM_019028168,XM_008963747
XM_017024262,XM_019028252,XM_003811329
NM_000789,XM_004041150,XM_008963751
XM_017025175,XM_019026154,XM_008963752
NM_005828,XM_004041152,XM_003811334
NM_203351,XM_004041155,XM_008963754
XM_006722124,XM_019026780,XM_003811350
NM_001003787,XM_004041156,XM_003811344
XM_005257527,XM_004041175,XM_003811347
XM_017024111,XM_004041169,XM_008963764
NM_017647,XM_004041168,XM_003811336
XM_024450840,XM_004041173,XM_008963765
NM_001098426,XM_019026772,XM_003811339
NM_001317,XM_019026836,
XM_011524344,XM_019026830,
NM_000515,XM_004041177,XM_008963768
NM_001039933,XM_019028622,XM_003811353
NM_000334,XM_004041193,XM_003811354
NM_001191029,XM_019028467,XM_008963774
NM_001099789,XM_019026118,XM_003811355
XM_017024347,XM_019026238,XM_003811362
XM_011524999,XM_019028112,XM_008963780
XM_017024738,XM_019028048,XM_014342194
XM_024450709,XM_019026747,XM_014342188
NM_007215,XM_004041211,XM_003811371
NM_004396,XM_019026742,XM_008963791
XM_005257779,XM_019026734,XM_008963784
NM_022739,XM_019026236,XM_008963795
NM_006572,XM_004041109,XM_008964731
NM_003835,XM_004041110,XM_003812348
XM_017025192,XM_019028106,XM_008964734
XM_005257119,XM_019026234,XM_024926139
NM_000042,XM_019026233,XM_003812353
NM_002737,XM_004041114,XM_003812367
NM_145811,XM_004041115,XM_008964743
NM_014405,XM_019026231,XM_008964753
NM_000727,XM_004041116,XM_003812355
XM_011525544,XM_019028065,XM_008964746
XM_024450842,XM_004041118,XM_003812357
NM_012417,XM_019026229,XM_008964749
NM_015462,XM_004065272,XM_003812361
XM_005257150,XM_019026228,XM_024926231
NM_181655,XM_019026818,XM_003812364
NM_002266,XM_004065425,XM_003812362
XM_005257432,XM_019026816,XM_008961074
XM_017024360,XM_019028100,XM_008961084
XM_005257789,XM_019026227,XM_014342200
XM_011524985,XM_019027258,XM_008961088
NM_017983,XM_019028101,XM_008961083
NM_017565,XM_004041101,XM_003808935
NM_001288985,XM_019028250,XM_008961089
XM_024450529,XM_019027856,XM_008961091
XM_017024405,XM_019027853,XM_003808942
NM_080282,XM_019026226,XM_014342201
NM_172232,XM_004041087,XM_003808943
XM_011525026,XM_019028396,XM_008961092
XM_017024610,XM_019028644,XM_008961097
NM_000891,XM_004041090,XM_003808946
NM_000346,XM_019028278,XM_008962871
XM_011524494,XM_019028329,XM_008962860
NM_001050,XM_019020555,XM_003810523
NM_018714,XM_019027225,XM_003810521
NM_001098832,XM_004041069,XM_003810526
XM_011524962,XM_019027230,XM_008962861
XM_011525115,XM_004041071,XM_003810530
XM_005257182,XM_019027234,XM_024926108
NM_001144952,XM_004041075,XM_003813355
NM_001035258,XM_019027255,XM_024926275
NM_032646,XM_004041076,XM_003813354
XM_024450878,XM_019026223,XM_008965921
XM_017024150,XM_004041050,XM_008965920
XM_017024622,XM_004041051,XM_024926272
NM_181790,XM_019028581,XM_024926273
XM_005257512,XM_019028173,XM_008965918
NM_007261,XM_004041055,XM_003813346
XM_005257027,XM_004041058,XM_003813345
XM_017024033,XM_004041059,XM_003813344
NM_001115152,XM_004041061,XM_003813342
NM_152460,XM_019026500,XM_008965915
XM_017024575,XM_004041062,XM_003813341
NM_001163989,XM_004040929,XM_008965914
XM_017024212,XM_004040934,XM_003813337
NM_004252,XM_019027551,XM_003813330
NM_001305082,XM_019027528,XM_014342210
NM_017728,XM_004040940,XM_024926206
XM_017024544,XM_019027626,XM_008965904
NM_001258012,XM_004040944,XM_014342228
XM_005257224,XM_019026193,XM_008965895
NM_173477,XM_004040949,XM_008965894
XM_011525479,XM_004040950,XM_014342207
NM_178233,XM_004040952,XM_003813318
NM_030630,XM_004040951,XM_003813317
NM_014603,XM_004040953,XM_003813316
NM_001303265,XM_019026222,XM_014342226
NM_015353,XM_004040955,XM_003813364
NM_006356,,XM_003813312
XM_005257790,XM_019027251,XM_008965887
NM_024585,XM_019027247,XM_003813311
NM_014595,XM_004040963,XM_008965932
NM_001002032,,XM_008965885
NM_006937,XM_004040976,
NM_024844,XM_004040981,XM_014342221
XM_017024385,XM_004040994,XM_003813293
NM_015971,XM_004040992,XM_003813306
XM_017024888,XM_004040987,XM_008965876
XM_017024926,XM_019027011,XM_014342220
NM_002086,XM_004041000,XM_003813291
XM_017025433,XM_019027419,XM_008965858
NM_020753,XM_004041005,XM_014342225
XM_005257229,XM_019027417,XM_008965846
XM_011524802,XM_019027415,XM_008965849
NM_001309242,XM_019027283,XM_014342205
XM_005257818,XM_019027274,XM_024926267
XM_011525116,XM_019027280,XM_008965840
NM_001162997,XM_019027282,XM_008965842
NM_001301855,XM_019027278,XM_008965844
XM_006721866,XM_019028031,XM_024926018
NM_000154,XM_004041014,XM_003813271
NM_005324,XM_004041019,XM_008965834
XM_017025248,XM_019026727,XM_008965830
XM_011524504,XM_019026725,XM_024926020
NM_012478,XM_004041016,XM_003813273
NM_033452,XM_004041026,XM_024926022
XM_006721760,XM_004041046,XM_024926233
NM_032478,XM_004041027,XM_003813265
NM_001319193,XM_019027697,XM_008965817
NM_007292,XM_019027077,XM_024926148
NM_001113324,XM_004041029,XM_008965816
NM_001258,XM_019027078,XM_008965812
NM_001320747,XM_019027076,XM_014342204
NM_014230,XM_019026220,XM_003813256
NM_003857,XM_004041034,XM_003813260
NM_180990,XM_004041033,XM_003813259
XM_024450668,XM_019027069,XM_008965807
NM_001454,XM_004041038,XM_003813247
XM_017024117,XM_019027886,XM_024926164
NM_182565,XM_004041049,XM_014342234
XM_005257728,XM_019028182,XM_014342202
NM_002766,XM_019027489,XM_003813244
NM_182965,XM_004040892,XM_003813239
XM_024450865,XM_019027487,XM_003813233
NM_001166579,XM_004040899,XM_008965798
XM_005257669,XM_019027486,XM_024926214
XM_005257005,XM_004040900,XM_014342237
XM_017025015,,XM_008971585
NM_006456,XM_004040902,XM_003818300
NM_018414,XM_004040903,XM_003818299
XM_005257382,XM_019026939,XM_008971583
NM_001081461,XM_004040905,XM_003818295
XM_017024146,XM_019026935,XM_008971581
XM_017024942,XM_019026934,XM_003818296
XM_024450944,XM_019026933,XM_008971578
NM_198955,XM_019028516,XM_008971571
NM_001204408,XM_019026219,XM_008971569
NM_001113491,XM_004040918,XM_003818283
XM_006721996,XM_004040920,XM_008971548
XM_024450556,XM_019027473,XM_008971556
XM_024450617,XM_019027475,XM_014342240
XM_017023997,XM_019026217,XM_003818277
NM_001363778,,XM_008971545
NM_001363848,XM_004040928,XM_003818273
NM_001145526,XM_019028397,XM_008971543
NM_001012271,XM_019028170,XM_003818274
XM_011524620,XM_019026216,XM_008971598
NM_003955,XM_004040883,XM_003818272
XM_017025358,XM_019027835,XM_003818270
XM_011525416,XM_019027839,XM_008971540
XM_017025336,XM_004040864,XM_003818268
XM_024450846,XM_019027395,XM_008971535
NM_003255,XM_019027391,XM_008971534
NM_001243540,XM_004040865,XM_014342243
NM_005567,XM_004040869,XM_003818263
XM_024450564,XM_019027385,XM_008971532
XM_006721663,XM_019028308,XM_008971530
NM_001042573,XM_019028530,XM_003818259
XM_024450596,XM_019027922,XM_008971526
XM_011524737,XM_004040862,XM_003818258
XM_011525382,XM_004040850,XM_008971524
NM_020649,XM_004040851,XM_014342235
NM_003655,XM_004040859,XM_008971594
XM_024450578,XM_019028060,XM_008971516
NM_017950,XM_019027827,XM_003818255
XM_005257194,XM_019027826,XM_008971514
NM_014740,XM_004040854,
XM_011525218,XM_019027465,XM_014342268
NM_000199,XM_004040857,XM_024926065
XM_017024505,XM_019027463,XM_003831145
XM_006721995,XM_019027158,XM_008956536
XM_011524655,XM_019027157,XM_003831143
NM_002522,XM_019026213,XM_008956534
NM_020761,XM_019028299,XM_003831138
XM_005257668,XM_004040836,XM_024926234
XM_011524194,XM_019027262,XM_014342263
NM_001080395,XM_019027261,XM_008956526
NM_001354639,,XM_024926038
XM_011524555,XM_019028477,XM_008956517
XM_011524355,XM_019028386,XM_014342266
NM_001353402,XM_004040829,
XM_011524288,XM_019027783,XM_008956511
NM_178520,XM_019026194,XM_003831127
NM_001291324,XM_019026212,XM_008956554
NM_001614,XM_004040824,XM_003831125
XM_011524590,XM_019026210,XM_003831123
NM_025161,XM_019026453,XM_003831121
XM_011524979,XM_019026451,XM_008956509
NM_001290212,XM_004040812,XM_008956551
XM_017024734,XM_019026209,XM_003831118
NM_001039842,XM_004040821,XM_003831117
NM_199287,XM_019026448,XM_003831114
NM_001040025,XM_004040820,XM_003831116
XM_011525463,XM_019027408,XM_008956503
NM_002949,XM_004040815,XM_008956500
NM_001270953,XM_019027405,XM_008956501
XM_006722277,XM_019019878,XM_008956499
XM_011523571,XM_019019875,XM_008956496
NM_001007533,XM_004040771,XM_003831110
XM_024450777,XM_004040770,XM_003831108
NM_001301242,XM_019027401,XM_008956495
NM_005782,XM_004040774,XM_008956550
NM_001002244,XM_019026445,XM_014342252
NM_001184917,XM_004040786,XM_024926184
NM_148896,XM_004040785,
XM_024450792,XM_004040789,XM_024926185
NM_032711,XM_019026438,XM_014342249
NM_001282281,XM_004040795,XM_008956487
NM_001145113,XM_004040791,XM_008956484
NM_178493,XM_019026433,XM_024926235
XM_017025036,XM_019026208,XM_024926186
XM_017024326,XM_019026426,XM_003831093
NM_144999,XM_004040796,XM_003831095
NM_005052,XM_019026207,XM_003831096
NM_016286,XM_004040798,XM_003831090
NM_002917,XM_004040807,XM_014342254
XM_024450713,XM_004040801,XM_024926196
XM_024450868,XM_019026416,XM_003831089
XM_011523538,XM_019026414,XM_003831087
XM_011523545,XM_019026411,XM_008961099
XM_024451023,XM_019026404,XM_024926197
XM_005256336,XM_019026408,XM_008961101
NM_006137,XM_004040754,XM_003808955
XM_011523588,XM_004040755,XM_003808956
XM_017024639,XM_019026403,XM_003808957
NM_018949,XM_019026206,XM_008961133
NM_175902,XM_019026397,XM_008961123
NM_173620,XM_019026394,XM_024926198
NM_031968,XM_004040757,XM_003808961
NM_004514,XM_019026392,XM_008961134
NM_019613,XM_019026390,XM_003808968
NM_006822,XM_004065365,XM_008961135
NM_024619,XM_019026389,XM_003808969
NM_022158,XM_004040749,XM_003808970
NM_005993,XM_019026376,XM_008961126
NM_024702,XM_004040746,XM_003808972
XM_006722272,XM_019026384,XM_008961136
NM_001004431,XM_004040741,XM_008961130
NM_005151,XM_019013783,XM_008968593
XM_011525772,XM_019013962,XM_024926299
NM_130386,XM_019013961,XM_003815638
NM_004066,XM_004059112,XM_003815637
NM_001289036,XM_019013887,XM_008968592
NM_001071,XM_004059119,XM_003815632
NM_001354067,XM_019013889,XM_008968587
XM_024451246,XM_019013885,XM_003815650
XM_005258081,XM_019013741,XM_003817884
NM_022840,XM_019014218,XM_008971147
NM_006101,XM_004059126,XM_003817886
XM_011525642,XM_019014179,XM_003817887
NM_032048,XM_019013781,XM_003817920
XM_005258177,XM_019014124,XM_008971148
XM_024451281,XM_019013780,XM_008971150
NM_001303049,XM_019013874,XM_003817895
NM_033546,XM_004059135,XM_003817891
NM_170695,XM_004059143,XM_003817896
XM_024451288,XM_019014108,XM_014342284
NM_001330553,XM_019014217,XM_008971173
XM_024451266,XM_004059157,XM_008971176
NM_012307,XM_019014098,XM_008971177
XM_011525729,XM_019013777,XM_014342289
XM_011525759,XM_019014284,XM_008971185
XM_005258144,XM_019014245,XM_008971186
XM_011525655,XM_019014254,XM_008971191
NM_001105581,XM_004059170,XM_003817912
XM_011525708,XM_019013775,XM_008971193
NM_001025300,XM_019014268,XM_024926382
XM_017025671,XM_019014090,XM_024926315
NM_021074,NM_001279641,XM_003809325
XM_024451107,XM_019013952,XM_003809324
NM_020648,XM_004059176,XM_003809326
NM_006788,XM_004059177,XM_014342280
XM_011525775,XM_019014159,XM_014342279
XM_017025528,XM_019014143,XM_024926330
NM_001098529,XM_004059183,XM_014342275
NM_003574,XM_004059186,XM_014342277
NM_153000,XM_019014257,XM_003809333
XM_011525754,XM_004059187,XM_003809334
XM_011525723,XM_019013773,XM_008959669
NM_182978,XM_019014026,XM_014342273
NM_020412,XM_004059191,XM_003811701
XM_017025920,XM_019014022,XM_008964098
NM_014214,XM_019013770,XM_003811702
NM_001277333,XM_019013767,XM_008964103
NM_001318383,XM_004059198,XM_003817868
NM_032525,XM_004059199,XM_008971134
NM_006796,XM_019013766,XM_003817869
XM_024451075,XM_019013744,XM_008971137
XM_011525701,XM_019013985,XM_008971138
NM_020232,XM_019013984,XM_003817877
XM_017025981,XM_019013980,XM_003817875
XM_005258124,XM_019014183,XM_008971141
XM_011525742,XM_019014213,XM_008971142
XM_005258107,XM_019014173,XM_008971145
XM_024451258,XM_019014007,XM_008971146
XM_024451083,XM_019014142,XM_003807802
XM_011525751,XM_019014141,XM_003807799
NM_005913,XM_004059218,XM_003807796
XM_017025781,XM_004059220,XM_008959934
XM_017025565,XM_004059223,XM_008959937
XM_011525662,XM_019013755,
NM_005406,XM_004059230,XM_003815640
XM_017025989,XM_019014167,XM_008968596
XM_011525798,XM_004059229,XM_014342291
NM_006938,XM_019014181,XM_008968597
NM_138340,XM_019013784,XM_008968598
NM_020774,XM_004059232,XM_003815644
NM_005257,XM_019014311,XM_008968603
NM_172241,,XM_003815645
XM_011526132,NM_001279736,XM_003815647
NM_001100619,XM_019013786,XM_003830344
XM_017026043,XM_019013787,XM_008955755
NM_003831,XM_019014212,XM_008955753
NM_013326,XM_004059240,XM_003830291
XM_005258277,XM_019014085,XM_008955751
NM_173505,XM_019014319,XM_003830288
XM_011525978,XM_004059245,XM_024926324
NM_001135993,XM_019013896,XM_008955746
XM_024451160,XM_019013898,XM_008955742
XM_017025530,XM_019013908,XM_008955741
NM_018439,XM_019013911,XM_024926384
NM_021624,XM_004059256,XM_003830278
NM_015461,XM_004059262,XM_014342309
NM_001007559,XM_019014151,XM_003830275
NM_144662,XM_004059266,XM_008955730
NM_001293725,XM_004059269,XM_003830272
NM_001142730,XM_019013759,XM_008955728
NM_001317384,XM_004059272,XM_003830269
XM_017026033,XM_019014075,XM_003830268
NM_001792,XM_019014146,XM_008955819
NM_001941,XM_019014165,XM_003830264
NM_024422,XM_004059277,XM_003830260
NM_024421,XM_004059281,XM_003830262
NM_001942,XM_004059282,XM_003830259
NM_001134453,XM_004059284,XM_003830258
NM_001944,XM_004059285,XM_003830256
NM_001943,XM_004059303,XM_008955818
NM_000371,XM_004059289,XM_003830255
NM_004775,XM_004059286,XM_003830254
NM_001034172,XM_004059304,XM_008955718
XM_005258233,XM_019014196,XM_003830340
NM_017831,XM_019013792,XM_008955817
NM_016271,XM_004059306,XM_024926403
NM_005925,XM_019014063,XM_003830251
NM_001242409,XM_004059305,XM_003830252
NM_020805,XM_019013794,XM_008955716
XM_017025723,XM_019013747,XM_008955815
XM_005258356,XM_019014289,XM_008955715
XM_011526237,XM_019014259,XM_003830246
XM_017025575,XM_019014048,XM_024926311
NM_014268,XM_004059320,XM_003830240
XM_011526230,XM_019014056,XM_008955683
XM_017025515,XM_019014060,XM_008955686
XM_005258341,XM_019014163,XM_008955681
XM_017025688,XM_019013758,XM_024926334
NM_001098817,XM_004059331,XM_003830233
NM_020474,XM_004059333,XM_003830232
XM_005258364,XM_004059334,XM_008955675
XM_011526048,XM_019014049,XM_008955672
XM_011525901,XM_019013960,XM_008955669
NM_001242875,XM_019013956,XM_003830220
NM_017947,XM_004059341,XM_003830219
XM_011526189,XM_004059343,XM_008955661
NM_001271951,XM_019013873,XM_008955660
XM_005258315,XM_019013838,XM_008955655
NM_001353740,XM_019013842,XM_008955639
NM_002647,XM_004059352,XM_003830212
NM_002930,XM_019013752,XM_003830210
NM_020783,XM_004059354,XM_003830208
XM_024451152,XM_019013795,XM_014342308
XM_024451271,XM_019014256,XM_003830203
NM_001146037,XM_004059359,XM_008955634
XM_011526122,XM_004059363,XM_003830200
NM_213602,XM_004059362,XM_003830201
NM_024430,XM_019013828,XM_008955630
XM_017025789,,XM_003830193
NM_138443,XM_019013831,XM_003830199
XM_011525822,XM_019013796,XM_008955628
NM_152470,XM_019014270,XM_014342311
NM_144612,XM_004059372,XM_008955622
NM_001307986,XM_004059375,XM_003830188
XM_006722571,XM_019013989,XM_024926327
NM_001353899,XM_019013997,XM_024926391
NM_016427,XM_004059381,XM_003846202
XM_017026039,XM_019014081,XM_014342335
NM_016097,XM_004059388,XM_003827198
XM_006722525,XM_019013797,XM_008952536
XM_024451173,XM_019014148,XM_008952541
XM_017025605,XM_019014317,XM_024926400
NM_001350280,XM_019014318,XM_003827200
XM_017026101,,XM_008952544
NM_005904,XM_019014263,XM_008952550
XM_011526036,XM_004059432,XM_024926370
NM_001199346,XM_019013799,XM_003827207
NM_001199344,XM_019013877,XM_014342330
XM_005258390,XM_019013737,XM_003827208
NM_006111,XM_004059409,XM_003827210
NM_001080467,XM_019013976,XM_008952566
NM_145020,XM_004059420,XM_003827211
NM_001323942,XM_019013912,XM_014342336
XM_011525940,XM_019013938,XM_003827216
NM_145060,XM_004059423,XM_003827218
XM_017025839,XM_019014224,XM_008952592
NM_001127176,XM_019013800,XM_008952595
NM_002396,XM_004059425,XM_003827223
NM_018696,XM_019014066,XM_003827226
NM_005359,XM_004059429,XM_008952605
NM_016626,XM_019014238,XM_014342365
NM_005215,XM_019014295,XM_003827228
NM_003927,XM_004059440,XM_014342362
NM_007195,XM_004059441,XM_003827230
XM_011525821,XM_019014282,XM_014342366
XM_017025567,XM_019014274,XM_008952611
XM_011525924,XM_004059447,XM_014342319
XM_024451232,XM_019013739,XM_008952615
XM_011526201,XM_019013740,XM_014342318
NM_001243226,XM_019013943,XM_014342333
XM_024451289,XM_004059461,XM_003827245
XM_006722431,XM_019014016,XM_003827243
NM_001257964,XM_004059462,XM_008952700
NM_015879,XM_004059463,XM_003827246
NM_004852,XM_004059464,XM_024926312
NM_001012515,XM_019013878,XM_003827249
NM_004539,XM_004059465,XM_003827247
XM_006722481,XM_004059466,XM_003827250
XM_006722426,XM_004059469,XM_014342334
NM_052947,XM_019014169,XM_003827252
NM_006785,XM_019014170,XM_003827319
XM_017025810,XM_019014135,XM_008952632
NM_033280,XM_004059476,XM_003827253
NM_002091,XM_004059478,XM_003827255
NM_013435,XM_004059481,XM_008952703
NM_181654,XM_004059482,XM_003827258
NM_005570,XM_004059483,XM_003827259
XM_017025557,XM_019014286,XM_008952636
NM_021127,XM_004059485,XM_003827261
NM_005912,XM_004059486,XM_003827262
XM_024451165,XM_004059490,XM_003827263
XM_017025613,XM_019014195,XM_014342360
XM_011525895,XM_019014269,XM_014342373
XM_011526244,XM_004059497,XM_003827323
NM_017742,XM_019014216,XM_014342356
NM_194449,XM_019013805,XM_003827268
NM_000633,XM_004059501,XM_008952707
NM_002035,XM_004059502,XM_003827326
NM_004869,XM_004059504,XM_003827269
NM_002639,XM_019014308,XM_003827270
XM_005266778,XM_004059507,XM_008952647
NM_001307923,XM_004059509,XM_008952649
XM_011526138,XM_004059510,XM_008952651
XM_011526251,XM_004059512,XM_014342325
XM_024451278,XM_004059515,XM_003827274
XM_024451192,XM_004059518,XM_024926385
XM_011526027,XM_019014239,XM_008952656
XM_017025710,,XM_003827278
XM_024451193,XM_019013738,XM_003827277
NM_033646,XM_004059526,XM_003827281
NM_021153,XM_019013749,XM_003827282
NM_032160,XM_004059528,XM_003827283
NM_019022,XM_004059529,XM_003827284
XM_017025974,XM_019014162,XM_014342353
NM_152721,XM_019014250,XM_008952710
XM_005266642,XM_004059533,XM_003827286
XM_006722434,XM_019014233,XM_014342368
XM_017026087,XM_019014267,XM_024926383
NM_001278515,XM_019013835,XM_008952668
XM_017025560,XM_019013735,XM_008952670
XM_017026018,XM_019014313,XM_008952674
NM_001142958,XM_004059542,XM_003827292
NM_014177,XM_004059544,XM_003827293
NM_001174123,XM_004059545,XM_003827296
NM_001044369,XM_004059546,XM_003827336
XM_011526072,XM_019013884,XM_008952680
NM_032649,XM_004059548,
XM_011526068,XM_004059553,XM_003827299
NM_175907,XM_019014208,XM_008952712
NM_001308210,XM_019014235,XM_003827303
NM_001037331,XM_004059560,XM_003827304
XM_017026097,XM_019014176,XM_008952687
NM_001272093,,XM_008952689
NM_001306089,XM_019014241,XM_014342321
XM_024451187,XM_019013789,XM_014342322
NM_001480,XM_004059570,XM_003827308
NM_171999,XM_019014309,XM_008952716
XM_011525963,XM_019013808,XM_008952694
NM_001278669,XM_019013809,XM_014342364
NM_004715,XM_004059573,XM_003805202
XM_017025704,XM_019014121,
XM_017025997,XM_004059575,XM_003805200
NM_001136180,XM_019013965,XM_003805199
NM_006701,XM_004059579,XM_003805196
NM_024805,XM_019013969,XM_014342377
